职位,薪资,工作时间,公司,工作地点,所在城市
C++研发工程师（性能优化）,15k-30k,3-5年,厦门美图之家科技有限公司,软件园二期望海路8号,厦门
c++开发工程师（存储）,35k-70k,5-10年,深圳市慧择软件集团有限公司,高新园,深圳
c++开发工程师,35k-70k,5-10年,深圳市慧择软件集团有限公司,高新园,深圳
c++开发工程师,10k-19k,1-3年,杭州数正云悦科技合伙企业（有限合伙）,寰诺,杭州
网盟研发部_北京-C++研发工程师,25k-40k,1-3年,百度在线网络技术（北京）有限公司,百度科技园,北京
c++/qt开发工程师,8k-16k,不限,成都国科尚科信息科技有限公司,百草路1181号四威产业园,成都
c++开发工程师,9k-18k,1-3年,杭州数正云悦科技合伙企业（有限合伙）,恒生数智,杭州
c#+双休不加班+5点下班,10k-15k,5-10年,深圳市睿服科技有限公司,港华路 7 号综合楼 8 楼,青岛
c++/qt软件开发工程师,25k-40k,5-10年,梅卡曼德（北京）机器人科技有限公司,上地创业路8号群英科技园,北京
c++开发工程师,11k-18k,1-3年,广州赛意信息科技股份有限公司,龙华街道清祥路宝能科技园9栋C座10楼,深圳
C++服务端开发,20k-40k,5-10年,北京卓越晨星科技有限公司,小米大厦6F,广州
qt/c++开发（军工央企，线上面试，早8:30晚4:30）,11k-13k,1-3年,深圳市法本信息技术股份有限公司,澄浏公路63号,上海
c++软件架构师(j10018),30k-50k,3-5年,梅卡曼德（北京）机器人科技有限公司,自主创新大厦,北京
高级CAD软件开发工程师（C++）,30k-60k,5-10年,杭州新迪数字工程系统有限公司,闵行,上海
品质中心部长-R9176C,25k-40k,10年以上,广东美的制冷设备有限公司,狮山广场,佛山
CAD软件开发工程师（C++）,25k-30k,5-10年,杭州新迪数字工程系统有限公司,西斗门路3号天堂软件园E幢19楼,杭州
亚欧区域销售经理(C1601),15k-23k,3-5年,北京猎户星空科技有限公司,深圳湾生态科技园,深圳
C++/QT软件开发工程(J10005),20k-40k,1-3年,梅卡曼德（北京）机器人科技有限公司,自主创新大厦,北京
C++浏览器开发工程师,25k-45k,3-5年,深圳市嘉立创科技发展有限公司,商报路奥林匹克大厦27楼,深圳
c++软件工程师,10k-20k,1-3年,广州赛意信息科技股份有限公司,龙华街道清祥路宝能科技园9栋C座10楼,深圳
C++开发工程师,10k-18k,1-3年,格尔软件股份有限公司,CBD商务内环千玺广场1713室,郑州
高级C++开发工程师,25k-35k,5-10年,中福彩科技发展（北京）有限公司,朝阳区北四环东路73号院1号楼8层,北京
C++软件工程师,10k-15k,不限,深圳市联软科技股份有限公司,高新中一道9号软件大厦1001、1003室,深圳
C++/Linux客户端高级研发工程师,30k-60k,不限,抖音视界（北京）有限公司,中国大陆上海上海市黄浦区局门路436号8号桥二期创意园区5号楼，邮编：200023,上海
C++/Linux客户端研发工程师,20k-40k,不限,抖音视界（北京）有限公司,中国大陆广东深圳市南山区蛇口街道太子路51号太子广场12层，邮编：518000,深圳
C++浏览器开发工程师,30k-60k,不限,抖音视界（北京）有限公司,中国大陆北京北京市海淀区北三环西路43号中航广场1号楼（矮楼），邮编：100089,北京
C++浏览器开发工程师-PICO,30k-60k,3-5年,抖音视界（北京）有限公司,中国大陆北京北京市海淀区海淀北二街6号普天大厦7层，邮编：100080,北京
C++开发工程师（2D图形 &amp; 2D交互）-智能创作,30k-60k,3-5年,抖音视界（北京）有限公司,中国大陆浙江杭州市余杭区余杭塘路与海鸥路交叉口华夏之心19幢14层，邮编：311121,杭州
C++开发工程师（2D图形 &amp; 2D交互）-智能创作,25k-50k,3-5年,抖音视界（北京）有限公司,中国大陆广东深圳市南山区深圳湾创新科技中心2栋B座6层，邮编：518000,深圳
C++开发工程师（2D图形 &amp; 2D交互）-智能创作,25k-50k,不限,抖音视界（北京）有限公司,中国大陆上海上海市闵行区田林路888弄科技绿洲10号楼，邮编：200000,上海
C++研发工程师,25k-50k,1-3年,抖音视界（北京）有限公司,中国大陆上海上海市闵行区田林路888弄科技绿洲10号楼，邮编：200000,上海
C++研发工程师,25k-50k,1-3年,抖音视界（北京）有限公司,中国大陆浙江杭州市余杭区余杭塘路与海鸥路交叉口华夏之心19幢14层，邮编：311121,杭州
0951C3-大数据平台开发工程师,22k-35k,3-5年,平安健康保险股份有限公司,凯滨路166号平安大厦B座16楼,上海
115162-资深C++开发工程师,15k-30k,5-10年,平安科技（深圳）有限公司,科技南十二路20号平安科技大厦（靠近高新园地铁站D出口）,深圳
C++技术总监(J12690),50k-80k,5-10年,上海二三四五网络科技有限公司,环科路555弄2号楼,上海
C++开发工程师,18k-22k,1-3年,上海微创软件股份有限公司,西小口 东升科技园,北京
图形图像C++研发工程师,20k-40k,5-10年,上海微创软件股份有限公司,浦东新区峨山路101号陆家嘴软件园KYMS中心C1楼301室,上海
c++中级开发工程师,15k-25k,3-5年,中电普信（北京）科技发展有限公司,东北旺南路29号首农蓝海中心C座6层,北京
c++开发工程师 （周末双休）,14k-20k,3-5年,深圳市睿服科技有限公司,罗湖大剧院B出口,深圳
c++开发工程师（加班少，假期多，双休）,14k-19k,3-5年,深圳市睿服科技有限公司,南山嘉联支付大厦,深圳
c++开发工程师,15k-20k,1-3年,上海微创软件股份有限公司,上海市杨浦区昆明路739号文通大厦22楼2205室,上海
c++开发工程师,15k-25k,3-5年,湖北天天数链技术有限公司,花城大道8号武汉软件新城三期二组团D7栋,武汉
C++开发工程师 (MJ000377),25k-35k,3-5年,上海仙途智能科技有限公司,上海市闵行区申长路1398弄阿里中心3号楼8楼,上海
c++开发工程师（客户端）,20k-35k,3-5年,达而观信息科技（上海）有限公司,亮秀路112号Y1座,上海
Golang&amp;C++开发工程师（中级）,18k-20k,3-5年,深圳松茂科技有限公司,新安三路一巷24号汇聚宝安湾智创园A栋3楼,深圳
资深C++ SDK 工程师,40k-70k,10年以上,北京尽微致广信息技术有限公司,望京SOHO,北京
U9C MES售前,25k-50k,5-10年,用友网络科技股份有限公司,北清路 68 号 用友软件园,北京
c++开发工程师,25k-30k,3-5年,北京转转精神科技有限责任公司,深圳文化创意园A1座2F,深圳
高级c++开发工程师,18k-23k,5-10年,深圳市同和信息技术有限公司,罗湖区-国信证券大厦,深圳
c++开发工程师,15k-30k,1-3年,上海亘岩网络科技有限公司,联航路1188弄浦江智谷33号楼,上海
c++开发工程师,25k-35k,3-5年,北京金山办公软件股份有限公司,广州市天河区建中路60号科迅大厦六楼,广州
c++开发工程师,13k-18k,3-5年,广州赛意信息科技股份有限公司,坂田华为基地,深圳
引擎开发工程师（虚幻引擎、C++）校招可转正,15k-20k,不限,北京金山世游互动娱乐科技有限公司,湖北省武汉市洪山区关山大道473号光谷新发展国际中心B栋,武汉
【实习生】客户端开发工程师（C++）校招可转正,15k-20k,不限,北京金山世游互动娱乐科技有限公司,光谷新发展国际中心A座,武汉
C++工程师-引导&amp;算路,30k-60k,3-5年,浙江吉利控股集团有限公司,光华路SOHO2A期A7-1/2室,北京
C++工程师-引擎开发,30k-60k,3-5年,浙江吉利控股集团有限公司,光华路SOHO2A期A7-1/2室,北京
C++工程师-中间层业务,30k-60k,3-5年,浙江吉利控股集团有限公司,光华路SOHO2A期A7-1/2室,北京
C++工程师-数据编译,30k-60k,不限,浙江吉利控股集团有限公司,光华路SOHO2A期A7-1/2室,北京
C++工程师-定位,30k-60k,3-5年,浙江吉利控股集团有限公司,光华路SOHO2A期A7-1/2室,北京
C++工程师-渲染,30k-60k,3-5年,浙江吉利控股集团有限公司,光华路SOHO2A期A7-1/2室,北京
C++工程师-引擎开发,30k-60k,3-5年,浙江吉利控股集团有限公司,阿里滨江899号朗歌科技,杭州
C++工程师-中间层业务,30k-60k,3-5年,浙江吉利控股集团有限公司,阿里滨江899号朗歌科技,杭州
C++工程师-数据编译,30k-60k,3-5年,浙江吉利控股集团有限公司,阿里滨江899号朗歌科技,杭州
C++工程师-引导&amp;算路,30k-60k,3-5年,浙江吉利控股集团有限公司,阿里滨江899号朗歌科技,杭州
C++工程师-引擎开发,30k-60k,3-5年,浙江吉利控股集团有限公司,东航·滨江中心,上海
C++工程师-中间层业务,30k-60k,3-5年,浙江吉利控股集团有限公司,东航·滨江中心,上海
C++工程师-数据编译,30k-60k,3-5年,浙江吉利控股集团有限公司,东航·滨江中心,上海
C++工程师-引导&amp;算路,30k-60k,3-5年,浙江吉利控股集团有限公司,东航·滨江中心,上海
C++工程师-定位,30k-60k,3-5年,浙江吉利控股集团有限公司,东航·滨江中心,上海
C++工程师-渲染,30k-60k,3-5年,浙江吉利控股集团有限公司,东航·滨江中心,上海
C++工程师-引擎开发,30k-60k,3-5年,浙江吉利控股集团有限公司,华中·中交城C4,武汉
C++工程师-中间层业务,30k-60k,3-5年,浙江吉利控股集团有限公司,华中·中交城C4,武汉
C++工程师-数据编译,30k-60k,3-5年,浙江吉利控股集团有限公司,华中·中交城C4,武汉
C++工程师-定位,30k-60k,3-5年,浙江吉利控股集团有限公司,阿里滨江899号朗歌科技,杭州
C++工程师-渲染,30k-60k,3-5年,浙江吉利控股集团有限公司,阿里滨江899号朗歌科技,杭州
C++工程师-引导&amp;算路,30k-60k,3-5年,浙江吉利控股集团有限公司,华中·中交城C4,武汉
C++工程师-定位,30k-60k,3-5年,浙江吉利控股集团有限公司,华中·中交城C4,武汉
C++工程师-渲染,30k-60k,3-5年,浙江吉利控股集团有限公司,华中·中交城C4,武汉
相机框架C++,26k-30k,3-5年,上海微创软件股份有限公司,壹方中心,深圳
相机能耗C++,18k-20k,3-5年,上海微创软件股份有限公司,文一西路588号 西溪首座（邻近 地铁5号线 浙大紫金港站）,杭州
相机系统C++,25k-27k,3-5年,上海微创软件股份有限公司,西安环普科技产业园G4座,西安
C++ CAD开发,29k-35k,5-10年,上海微创软件股份有限公司,光谷金融光谷大道77号（邻近 地铁2号线 金融港北站）,武汉
C++图形图像CAD,29k-35k,5-10年,上海微创软件股份有限公司,中科纳能大厦（邻近 地铁1号 /2号线 科苑站）,深圳
C++流媒体工程师（AI）方向,15k-30k,5-10年,深圳极市科技有限公司,经控集团大厦2-3楼,青岛
C++图形图像研发,20k-30k,5-10年,上海微创软件股份有限公司,蔷薇路华中中交城,武汉
PMO/项目管理(C8520),12k-15k,1-3年,波克科技股份有限公司,华大科技园,上海
c++开发工程师,16k-20k,3-5年,加绩（上海）科技服务有限公司,东方证券小南门,上海
C/C++开发工程师-运营管理,20k-40k,5-10年,恒生电子股份有限公司,武汉市江岸区建设大道738号浙商大厦2202室,武汉
资深c++开发工程师,25k-35k,3-5年,杭州安恒信息技术股份有限公司,北京市朝阳区北辰东路8号院1号楼北辰时代大厦3层,北京
机器人系统软件工程师（ros/c++）,35k-45k,3-5年,北京捷象灵越科技有限公司,北京市海淀区京玺创新文化园A16,北京
c++后端高级开发工程师,25k-50k,5-10年,广东美的制冷设备有限公司,怡化金融科技大厦,深圳
Linux系统开发工程师-C6301S,45k-75k,5-10年,广东美的制冷设备有限公司,深圳湾科技生态园12栋B座,深圳
C++开发工程师,20k-35k,3-5年,千寻位置网络有限公司,国权北路1688号湾谷科技园C5栋,上海
c++软件开发工程师（ai服务器）,20k-40k,3-5年,中国电信股份有限公司,朝阳门北大街19,北京
c++,15k-30k,3-5年,深圳市网新新思软件有限公司,平安金融中心,深圳
资深私域社群运营（2c）,15k-25k,5-10年,杭州粉象家科技有限公司,三深国际中心B座9楼,杭州
c++图形开发工程师,20k-30k,3-5年,上海微创软件股份有限公司,KYMS中心C1楼301室,上海
c++图形开发工程师,20k-30k,5-10年,上海微创软件股份有限公司,光谷金融港B4栋5楼,武汉
c++图形开发工程师,20k-30k,3-5年,上海微创软件股份有限公司,中科纳能大厦6楼,深圳
c++开发工程师,15k-25k,不限,上海微创软件股份有限公司,大钟寺中坤广场B站 字节,北京
c++开发工程师,20k-22k,3-5年,上海微创软件股份有限公司,昆明路739号文通大厦22楼2205室,上海
C++,30k-60k,3-5年,上海寻梦信息技术有限公司,娄山关路533号金虹桥国际中心,上海
推荐技术架构部_C++高级工程师(J52885),20k-40k,3-5年,百度在线网络技术（北京）有限公司,百度科技园,北京
c++工程师,10k-11k,1-3年,深圳市睿服科技有限公司,文竹路南京市雨花区金证科技园,南京
核心产品负责人(5517c40),40k-60k,5-10年,北京健康之家科技有限公司,望京科技园C座,北京
保险核心系统-产品经理（交易方向）(30c6423),20k-40k,3-5年,北京健康之家科技有限公司,望京科技园C座,北京
c++图形开发工程师,20k-35k,3-5年,上海微创软件股份有限公司,上海浦东新区陆家嘴软件园,上海
c语言开发工程师,13k-20k,1-3年,杭州邦睿科技有限公司,科园路55号天瑞国际杭州银行信息中心,杭州
c++开发工程师（深圳/福建均有岗位）,13k-18k,3-5年,深圳市睿服科技有限公司,深业,深圳
c++开发工程师（QT-证券软件总部自研岗位),15k-28k,3-5年,深圳市金证科技股份有限公司,高新南五道金证科技大楼6-9楼,深圳
高级c++开发工程师,30k-55k,不限,深圳市众星智能设备有限公司,祥腾财富广场,上海
c++工程师,12k-18k,5-10年,中移互联网有限公司,高唐路323号中国移动南方基地智汇中心,广州
c++开发工程师,15k-20k,1-3年,成都华栖云科技有限公司,菁蓉广场4A-9F（软件园F区）,成都
SDK技术(C2938),10k-15k,1-3年,北京思恩客科技有限公司,高新区科苑大道科兴科学园A2栋1105,深圳
T高级顾问-SH-C5043H,10k-20k,3-5年,上海易路软件有限公司,新桥商务中心(宜山西路),上海
c++软件开发工程师,15k-30k,1-3年,卓望数码技术（深圳）有限公司广州分公司,汉威国际中心,北京
C++开发工程师,18k-25k,5-10年,杭州新迪数字工程系统有限公司,光谷金融港B5,武汉
c++开发（研发经理）,20k-40k,3-5年,杭州安恒信息技术股份有限公司,西兴街道联慧街188号安恒大厦,杭州
c++开发工程师,15k-30k,3-5年,杭州安恒信息技术股份有限公司,西兴街道联慧街188号安恒大厦,杭州
c++开发工程师,15k-30k,3-5年,杭州安恒信息技术股份有限公司,西兴街道联慧街188号安恒大厦,杭州
c++开发工程师,15k-30k,1-3年,深圳软牛科技有限公司,宝中前海人寿金融中心T2栋13层,深圳
c/c++开发工程师,12k-24k,不限,上海缔安科技股份有限公司,天山路1717号天山SOHO T2-301,上海
C++开发（QT工程师）,15k-25k,3-5年,深圳前海橙色魔方信息技术有限公司,招商大厦 车公庙,深圳
linux c/c++嵌入式开发专家 [车联网],20k-40k,3-5年,杭州安恒信息技术股份有限公司,西兴街道联慧街188号安恒大厦,杭州
linux c/c++开发工程师,18k-35k,3-5年,杭州安恒信息技术股份有限公司,西兴街道联慧街188号安恒大厦,杭州
C++服务端开发工程师 (MJ000206),15k-30k,1-3年,成都西山居互动娱乐科技有限公司珠海分公司,前岛环路321-325号金山软件园,珠海
c++高级工程师,20k-40k,5-10年,深圳华锐分布式技术股份有限公司,杨高南路1998号开伦聿缘4号楼,上海
c++开发工程师,14k-19k,1-3年,杭州数正云悦科技合伙企业（有限合伙）,数智恒生中心（C座）,杭州
c++开发工程师,16k-21k,3-5年,中软国际科技服务有限公司,e世界财富中心A座,北京
CAD软件开发工程师（C++）,25k-30k,5-10年,杭州新迪数字工程系统有限公司,光谷金融港B5,武汉
高级c++开发工程师,18k-28k,5-10年,上海森浦信息服务有限公司,陆家嘴环路166号未来资产大厦32层,上海
C++客户开发工程师,15k-30k,3-5年,上海森浦信息服务有限公司,陆家嘴环路166号未来资产大厦32层,上海
c++开发工程师,25k-50k,3-5年,卓望数码技术（深圳）有限公司广州分公司,华远街13号置地星座A 座8 楼（卓望数码前台）,北京
C\C++-高级研发工程师,15k-25k,5-10年,数字马力（杭州）信息技术有限公司,郑东新区商鼎路77号文化产业大厦17楼,郑州
C++开发工程师,15k-25k,3-5年,成都俊云科技有限公司,高新万科大厦,成都
c/c++开发工程师（武汉）,10k-15k,1-3年,广州市诚毅科技软件开发有限公司,人信大厦,武汉
资深C++专家,30k-60k,5-10年,深圳华锐分布式技术股份有限公司,湖大路与麻园路交界处中建智慧谷五栋,长沙
c/c++研发工程师,15k-30k,3-5年,百度在线网络技术（北京）有限公司,百度大厦,北京
高级UE4 C++工程师,30k-60k,3-5年,北京展心展力信息科技有限公司,中轻大厦A座18层,北京
c++开发工程师,13k-18k,3-5年,深圳市睿服科技有限公司,嘉联支付大厦,深圳
c++开发工程师,13k-17k,3-5年,福建福诺移动通信技术有限公司,建省福州市软件大道89号A区27号楼,福州
windows c++(OpenGL方向),25k-40k,3-5年,成都奇鲁科技有限公司,天府软件园E1,成都
windows c++,25k-40k,3-5年,成都奇鲁科技有限公司,天府软件园E1,成都
c/c++开发工程师0935,10k-15k,不限,深圳震有科技股份有限公司,财富名城1栋8层33号房,桂林
c++开发工程师（自动驾驶仿真）,20k-35k,3-5年,北京市商汤科技开发有限公司,四川省成都市天府新区煎茶街道湖畔路西段99号天府英才中心6栋18楼,成都
c++windows客户端开发工程师,15k-22k,3-5年,成都俊云科技有限公司,高新万科大厦,成都
Windows C++,12k-20k,1-3年,成都恩希云科技有限公司,太平洋保险金融大厦D区,成都
c++开发工程师,10k-18k,1-3年,成都恩希云科技有限公司,太平洋保险金融大厦D区,成都
C++开发工程师（SDK）,12k-22k,3-5年,成都恩希云科技有限公司,太平洋保险金融大厦D区,成都
C / C++开发工程师（音视频）,13k-20k,3-5年,成都恩希云科技有限公司,太平洋保险金融大厦D区,成都
c++软件开发工程师,10k-15k,3-5年,成都佳明航电科技有限公司,天府软件园C区C11-3L,成都
c++高级工程师,20k-30k,5-10年,深圳华锐分布式技术股份有限公司,湖大路与麻园路交界处中建智慧谷五栋,长沙
c++高级工程师,20k-40k,3-5年,深圳华锐分布式技术股份有限公司,新一代产业园5栋,深圳
c++开发工程师,15k-30k,1-3年,上海亘岩网络科技有限公司,联航路1188弄浦江智谷33号楼,上海
c++开发工程师,10k-18k,3-5年,中电金信软件有限公司,大连市沙河口区会展路129号大连期货大厦,大连
C++游戏服务器开发工程师,20k-30k,3-5年,上海恺英网络科技有限公司,陈行路2388号浦江科技广场3号楼3-4F,上海
数据挖掘专家-C8708S,30k-60k,10年以上,广东美的制冷设备有限公司,美的总部大楼,佛山
Android应用开发工程师（C/C++方向）,30k-60k,不限,北京虹宇科技有限公司,成府路45号中关村智造大街A座一层106室,北京
c++技术专家,35k-50k,5-10年,深圳华锐分布式技术股份有限公司,中康路136号新一代产业园5栋22-23楼,深圳
c/c++开发工程师,13k-26k,1-3年,西安人瑞网络科技有限公司,天安云谷4,深圳
C++开发工程师(N8462),20k-40k,5-10年,广州宸祺出行科技有限公司,广州市海珠区琶洲街道阅江西路370号广报中心北塔（2号楼）20楼,广州
linux c开发工程师,10k-20k,5-10年,智洋创新科技股份有限公司,汉峪金谷,济南
c++开发工程师,20k-40k,3-5年,上海西井信息科技有限公司,利西路100号,上海
高级后端工程师(c++),25k-50k,3-5年,OPPO广东移动通信有限公司,华润前海大厦B座,深圳
c++图形开发工程师,30k-35k,5-10年,上海微创软件股份有限公司,峨山路101号,上海
c++开发工程师,20k-25k,5-10年,深圳市华里网络科技有限公司,南山智园C1-18楼,深圳
端游游戏 C++程序设计师,15k-30k,3-5年,北京锐我科技有限公司,西三旗,北京
c++研发工程师,15k-25k,3-5年,同方知网（北京）技术有限公司,东升,北京
c＋＋开发工程师,15k-30k,1-3年,上海亘岩网络科技有限公司,联航路1188弄浦江智谷33号楼,上海
C++开发（研发经理）-数据安全,20k-40k,5-10年,杭州安恒信息技术股份有限公司,安恒大厦,杭州
C++开发工程师-机构服务,25k-40k,5-10年,恒生电子股份有限公司,江南大道3588号恒生大厦,杭州
C++实习生,3k-4k,不限,北京鸿盈信息技术有限公司,酒仙桥路6号院（电子城•国际电子总部）,北京
C++工程师-引擎开发,30k-60k,3-5年,浙江吉利控股集团有限公司,光华路SOHO2A,北京
游戏C++服务端开发,20k-40k,不限,成都西山居互动娱乐科技有限公司珠海分公司,前岛环路金山软件园,珠海
c++开发工程师,20k-30k,3-5年,北京市商汤科技开发有限公司,黄山大道中段(光电园地铁站3A口步行190米)双鱼座B座,重庆
c++开发工程师,20k-35k,3-5年,北京市商汤科技开发有限公司,上海市徐汇区虹梅路靠近商汤,上海
c/c++ 高级工程师/专家,40k-70k,5-10年,北京鸿盈信息技术有限公司,酒仙桥路6号院（电子城•国际电子总部）,北京
c++（华泰上海）(J10463),20k-40k,5-10年,深圳华锐分布式技术股份有限公司,杨高南路1998号开伦聿缘4号楼,上海
C++技术专家(J10536),30k-55k,不限,深圳华锐分布式技术股份有限公司,杨高南路1998号开伦聿缘4号楼,上海
c++技术专家(J10615),35k-70k,5-10年,深圳华锐分布式技术股份有限公司,中康路136号新一代产业园5栋22-23楼,深圳
音视频C++开发工程师,15k-30k,3-5年,深圳小鹅网络技术有限公司,科兴科学园D2,深圳
嵌入式C,9k-17k,1-3年,中软国际科技服务有限公司,坂田岗头发展大厦,深圳
c++开发工程师,15k-20k,5-10年,上海网达软件股份有限公司,川桥路409号,上海
c++开发工程师,30k-60k,5-10年,华人运通控股（上海）有限公司,上海市闵行区华人运通上海运营中心万芳路1339号,上海
高级c++开发工程师,20k-40k,3-5年,北京鸿盈信息技术有限公司,360大厦,北京
引擎服务端开发（C++),30k-55k,5-10年,北京鸿盈信息技术有限公司,360大厦,北京
c++开发专家,30k-45k,5-10年,北京鸿盈信息技术有限公司,360大厦B2座,北京
测开leader(202210119c6a35db),35k-50k,5-10年,北京健康之家科技有限公司,望京科技园C座,北京
c++开发工程师,20k-35k,3-5年,卓望数码技术（深圳）有限公司广州分公司,汉威国际,北京
c++开发工程师,20k-35k,1-3年,广州视源电子科技股份有限公司,CVTE第四产业园,广州
AI开发工程师（C++开发）,25k-30k,3-5年,北京市商汤科技开发有限公司,黄山大道中段(光电园地铁站3A口步行190米)双鱼座B座,重庆
linux c/c++开发工程师,18k-35k,5-10年,北京升鑫网络科技有限公司,北京市海淀区创业路8号群英科技园东门1号楼5层,北京
商业架构部_C++开发工程师,25k-40k,不限,百度在线网络技术（北京）有限公司,百度科技园,北京
c++开发工程师（自研 三维行业）,15k-25k,3-5年,深圳市嘉立创科技发展有限公司,商报路奥林匹克大厦27楼,深圳
c++客户端开发工程师,15k-30k,1-3年,北京柠檬微趣科技股份有限公司,车公庄大街4号北京文化创新工厂园区,北京
c++开发工程师,18k-25k,1-3年,北京格灵深瞳信息技术股份有限公司,天地邻枫创新产业园1号楼B栋,北京
C++Qt,25k-35k,3-5年,上海至闪网络科技有限公司,斜土东路176号405,上海
中台架构工程师/架构师（C++）-【商业化研发】,25k-50k,3-5年,北京达佳互联信息技术有限公司,上地西路6号快手总部,北京
c++开发工程师,10k-15k,3-5年,深圳市法本信息技术股份有限公司,中国汽车研究,重庆
资深c++软件工程师,28k-55k,5-10年,深兰科技（上海）有限公司,龙华红山6979商业中心23栋5F深兰科技,深圳
后端开发工程师（C++）,13k-25k,3-5年,联通（广东）产业互联网有限公司,官洲生命创新中心,广州
互研-社区后台开发工程师(GO/C++/PHP),18k-36k,3-5年,富途网络科技（深圳）有限公司,科兴科学园D栋1单元25层,深圳
c++开发工程师,20k-35k,3-5年,北京市商汤科技开发有限公司,商汤科技大厦,上海
C++开发工程师（数据回传） (MJ000515),40k-50k,5-10年,毫末智行科技有限公司,奥北科技园,北京
C++开发工程师,20k-35k,3-5年,北京金山办公软件股份有限公司,广州市天河区建中路60号科迅大厦六楼,广州
C++开发工程师,20k-40k,3-5年,北京金山办公软件股份有限公司,广州市天河区建中路60号科迅大厦六楼,广州
电商广告引擎工程师/架构师（C++）-【商业化研发】,35k-65k,3-5年,北京达佳互联信息技术有限公司,上地西路6号快手总部,北京
