职位,薪资,工作时间,公司,工作地点,所在城市
前端开发工程师,5k-10k,1-3年,五五海淘（上海）科技股份有限公司,山顶道国宾城12 栋4-2号,重庆
前端开发工程师,11k-20k,1-3年,深圳市博悦科创科技有限公司,百丽大厦,深圳
前端开发工程师,8k-15k,1-3年,浙江盘石信息技术股份有限公司,祥园路45号盘石互联网广告大厦,杭州
前端开发工程师,25k-45k,3-5年,美的集团股份有限公司,美的大道美的总部大楼,佛山
前端开发工程师,20k-40k,3-5年,厦门美图之家科技有限公司,大冲商务中心,深圳
前端开发工程师,10k-20k,1-3年,普华永道信息技术（上海）有限公司,金科路2889弄B座6楼,上海
前端开发工程师,15k-30k,3-5年,上海智臻智能网络科技股份有限公司,金沙江西路1555弄383号1楼,上海
前端开发工程师,30k-60k,不限,上海寻梦信息技术有限公司,娄山关路533号金虹桥国际中心,上海
前端开发工程师,16k-26k,1-3年,上海南潮信息科技有限公司,祥科路111号1号楼2层,上海
前端开发工程师,30k-60k,3-5年,北京智加智行科技有限公司,古北国际财富中心二期2902A室,上海
前端开发工程师,11k-18k,3-5年,广州赛意信息科技股份有限公司,中欧中心F,佛山
前端开发工程师,10k-16k,3-5年,深圳天源迪科信息技术股份有限公司,国实大厦,深圳
前端开发工程师,10k-15k,3-5年,深圳天源迪科信息技术股份有限公司,龙腾东路36号中海大厦7楼709,成都
前端开发工程师,15k-25k,3-5年,深圳市法本信息技术股份有限公司,莘庄,上海
前端开发工程师,10k-20k,3-5年,中科软科技股份有限公司,雍和宫壹中心,北京
前端开发工程师,15k-25k,3-5年,上海韩创网络科技有限公司,碧波路690号张江微电子港1号楼2座（韩创科技）,上海
前端开发工程师,15k-25k,1-3年,上海纽酷信息科技有限公司,中山南二路107号美奂大厦22层,上海
前端开发工程师,15k-20k,3-5年,星河闪耀信息技术（成都）有限公司,天府五街,成都
前端开发工程师,15k-20k,3-5年,广东联通通信建设有限公司,黄埔大道西126号云来斯堡酒店写字楼15层,广州
前端开发工程师,11k-16k,3-5年,深圳市博悦科创科技有限公司,后海,深圳
前端工程师,14k-17k,5-10年,广州华工弈高科技有限公司,潭村附近,广州
前端研发工程师,13k-23k,1-3年,同方知网（北京）技术有限公司,中国知网,北京
前端开发工程师,15k-30k,3-5年,北京思图场景数据科技服务有限公司,中钢大厦10层,北京
前端开发工程师,13k-20k,3-5年,深圳市睿服科技有限公司,广州市海珠区广州之窗商务港1905,广州
前端开发工程师,20k-40k,3-5年,滴灌通管理（深圳）有限公司,香江金融,深圳
前端开发工程师,12k-20k,3-5年,上海尚简商务咨询中心,国际金融科技城,深圳
前端开发工程师,15k-25k,3-5年,杭州睿琪软件有限公司,杭州杭州市六和路368号（海外高层次人才创新创业基地）B2019,杭州
前端开发工程师,50k-100k,5-10年,行吟信息科技（上海）有限公司,马当路388号SOHO复兴广场C座2楼,上海
前端开发工程师,10k-15k,1-3年,上海嵩恒网络科技股份有限公司,银冬路491号1号楼6楼,上海
前端开发工程师,15k-30k,3-5年,亚信科技（中国）有限公司,中电软件园7栋,长沙
前端工程师,16k-25k,3-5年,北京快乐开工科技有限公司,三里屯soho B座,北京
前端开发工程师,11k-20k,3-5年,成都恩希云科技有限公司,太平洋保险金融大厦D区,成都
前端工程师,20k-30k,3-5年,上海亘岩网络科技有限公司,联航路1188弄浦江智谷33号楼,上海
前端工程师,20k-25k,3-5年,乐约信息服务（深圳）有限公司北京分公司,朝阳门北大街8号富华大厦,北京
前端开发工程师,10k-20k,3-5年,泰康人寿保险有限责任公司,光谷金融港B8号楼,武汉
前端开发工程师,15k-22k,不限,广州小迈网络科技有限公司,北京文化创意大厦C座3层,北京
前端工程师,20k-40k,3-5年,广州宸祺出行科技有限公司,广州市海珠区琶洲街道阅江西路370号广报中心北塔（2号楼）20楼,广州
前端开发工程师,15k-25k,3-5年,深圳小鹅网络技术有限公司,科苑路科兴科学园A2单元,深圳
前端开发工程师,25k-50k,5-10年,建信金融科技有限责任公司,深南大道6011号neo大厦A座14楼,深圳
前端研发工程师,20k-35k,5-10年,深圳华策辉弘科技有限公司,金田路3088号中洲大厦26层,深圳
前端工程师,15k-30k,3-5年,上海智臻智能网络科技股份有限公司,金沙江西路1555弄383号1楼,上海
前端研发工程师,11k-22k,3-5年,易企银（杭州）科技有限公司,鸿宁路1788号浙商银行科研中心大楼,杭州
前端工程师,25k-38k,5-10年,中信消费金融有限公司,建国门外大街IFC,北京
前端开发工程师,10k-15k,3-5年,中国人寿财产保险股份有限公司,长和国际E座,西安
前端开发工程师,7k-11k,1-3年,大连职问网络科技有限公司,阳光数码大厦,大连
前端开发工程师,9k-18k,1-3年,成都东方盛行电子有限责任公司,天华二路219号天府软件园C10-9,成都
前端开发工程师,15k-28k,1-3年,泰康人寿保险有限责任公司,生命科学院泰康,北京
前端开发工程师,25k-45k,3-5年,广发证券股份有限公司,广州市天河区广发证券大厦,广州
前端开发工程师,25k-45k,1-3年,广发证券股份有限公司,深圳市南山区中洲控股大厦,深圳
前端开发工程师,25k-45k,1-3年,广发证券股份有限公司,深圳市南山区中洲控股大厦,深圳
前端开发工程师,10k-15k,1-3年,深圳金数汇信息技术有限公司北京分公司,北京市海淀区复兴路21号,北京
前端开发工程师,13k-20k,3-5年,五八同城信息技术有限公司,西湖公园,长沙
前端开发工程师,10k-13k,1-3年,中企动力科技股份有限公司,地盛西路1号数码庄园,北京
前端开发工程师,16k-30k,3-5年,上海智臻智能网络科技股份有限公司,金沙江西路1555弄383号1楼,上海
前端开发工程师,15k-25k,3-5年,北京人民在线网络有限公司,金台西路2号 人民日报社 新媒体大楼17层,北京
前端,15k-30k,3-5年,杭州乌鸫科技有限公司,阿里巴巴,杭州
前端工程师,9k-15k,1-3年,河南优臻交通科技有限公司,管城回族区万通街与心怡路交叉口正岩大厦2301,郑州
前端开发工程师,30k-60k,3-5年,上海寻梦信息技术有限公司,娄山关路533号金虹桥国际中心,上海
前端开发工程师,8k-12k,不限,上海盛也网络技术有限公司,剑川路1000,上海
前端开发工程师,15k-20k,3-5年,每日互动股份有限公司,千岛湖智谷大厦-A座14楼,杭州
前端开发工程师,14k-18k,3-5年,上海尚简商务咨询中心,国际金融科技城,深圳
前端开发工程师,14k-18k,3-5年,上海尚简商务咨询中心,国际金融科技城,深圳
前端开发工程师,15k-30k,3-5年,北京向上一心科技有限公司,冠捷大厦18层,北京
前端工程师,20k-30k,5-10年,盛宝金融科技有限公司,互联网产业园二期9号楼25层,重庆
前端工程师,15k-20k,1-3年,盛宝金融科技有限公司,互联网产业园二期9号楼25层,重庆
前端开发工程师,10k-18k,1-3年,创新奇智（北京）科技有限公司,虹漕路88号越虹广场B座20楼,上海
前端开发工程师,12k-20k,3-5年,成都智元汇信息技术股份有限公司,锦云东三巷1号 金融麦田C栋,成都
前端开发工程师,20k-40k,5-10年,上海元聚网络科技有限公司,万源路2158号泓毅大厦B座,上海
前端工程师,12k-24k,3-5年,深圳市丰巢网络技术有限公司,高新大道北斗路未来智汇城,武汉
前端开发工程师,25k-50k,3-5年,携程计算机技术（上海）有限公司,金钟路968号凌空SOHO携程旅行网(新总部),上海
前端工程师,15k-25k,不限,北京大数据先进技术研究院,北京市海淀区玉泉慧谷科技园6号楼,北京
前端开发工程师,15k-20k,1-3年,上海观测未来信息技术有限公司,上海市浦东新区科苑路399号张江创新园7号楼,上海
前端开发工程师,13k-18k,1-3年,上海观测未来信息技术有限公司,上海市浦东新区科苑路399号张江创新园7号楼,上海
前端开发工程师,20k-40k,1-3年,百度在线网络技术（北京）有限公司,百度,北京
前端开发工程师,13k-16k,1-3年,北京宏图世展网络科技服务有限公司,南竹杆胡同2号银河SOHO D座10层51006室,北京
前端开发工程师,13k-25k,3-5年,用友金融信息技术股份有限公司,北清路68号用友软件园19C,北京
前端开发工程师,12k-19k,3-5年,深圳市前海手绘科技文化有限公司,马栏山,长沙
前端开发工程师,15k-25k,3-5年,万博时代（深圳）科技有限公司,清湖港之龙商务中心H栋10楼A区,深圳
前端开发工程师,15k-25k,3-5年,中电普信（北京）科技发展有限公司,东北旺南路29号首农蓝海中心C座6层,北京
前端开发工程师,18k-22k,3-5年,普华永道信息技术（上海）有限公司,金科路2889弄B座6楼,上海
前端开发工程师,18k-24k,3-5年,众安在线财产保险股份有限公司,中信广场,上海
前端开发工程师,20k-40k,1-3年,北京陌陌科技有限公司,阜通东大街1号望京Soho,北京
前端开发工程师,15k-20k,5-10年,中电金信软件有限公司,东北旺西路8号中关村软件园2期 文思海辉大厦,北京
前端开发工程师,16k-25k,5-10年,广州赛意信息科技股份有限公司,高新园地铁站B出口的华润置地大厦B座21楼,深圳
前端开发工程师,15k-20k,3-5年,上海微创软件股份有限公司,吉致汽车金融,上海
前端开发工程师,8k-14k,1-3年,深圳市名通科技股份有限公司,天汇创意园C1401,广州
前端开发工程师,15k-25k,3-5年,北京君禾世纪科技有限公司,华腾世纪总部E2座6层,北京
前端开发工程师,8k-12k,1-3年,深圳太极数智技术有限公司,岳麓街道潇湘中路328号麓枫和苑33栋7楼701房,长沙
前端开发工程师,20k-35k,1-3年,阿里体育有限公司,黄龙万科i座,杭州
前端开发工程师,18k-35k,不限,兴业数字金融服务（上海）股份有限公司,杨高南路729号陆家嘴世纪金融广场1号楼41楼,上海
前端开发工程师,15k-25k,3-5年,华安财产保险股份有限公司,深圳市福田区福华一路华安保险总部大厦,深圳
前端开发工程师,15k-27k,3-5年,华为技术有限公司,华为研究所,杭州
前端开发工程师,14k-22k,3-5年,浙江自贸区九拾信息技术服务有限公司,海亮大厦,杭州
前端,6k-12k,不限,北京开科唯识技术股份有限公司,国富大厦,石家庄
前端开发工程师,10k-17k,3-5年,上海易立德信息技术股份有限公司,YANXIANG,西安
前端开发工程师,10k-17k,1-3年,上海易立德信息技术股份有限公司,雪岗北路天安云谷11栋,深圳
前端开发工程师,12k-17k,3-5年,中电金信软件有限公司,银泰城,成都
前端研发工程师,25k-40k,3-5年,北京猿力未来科技有限公司,广顺南大街8号院利星行中心A座F区5层,北京
前端研发工程师,18k-35k,5-10年,飞凡汽车科技有限公司,创新港,上海
前端开发工程师,15k-30k,3-5年,浙江数智交院科技股份有限公司,余杭塘路928号西溪园,杭州
前端开发工程师,15k-30k,3-5年,浙江数智交院科技股份有限公司,余杭塘路928号西溪园,杭州
前端开发工程师,15k-30k,3-5年,浙江数智交院科技股份有限公司,余杭塘路928号西溪园,杭州
前端开发工程师,15k-30k,3-5年,浙江数智交院科技股份有限公司,余杭塘路928号西溪园,杭州
前端开发工程师,20k-30k,1-3年,兴业数字金融服务（上海）股份有限公司,宝地,福州
前端开发工程师,20k-30k,1-3年,兴业数字金融服务（上海）股份有限公司,祥科路,上海
前端开发工程师,12k-17k,3-5年,黄河科技集团创新有限公司,中原数字经济产业园9号楼15楼,郑州
前端开发工程师,20k-35k,3-5年,中邮邮惠万家银行有限责任公司,德平路289号浦东邮政大厦17层中国邮政储蓄银行(德平路地铁口),上海
前端开发工程师,15k-30k,不限,兴业数字金融服务（上海）股份有限公司,新会展中心南门入口世纪城路936号烟草兴业大厦,成都
前端开发工程师,11k-18k,1-3年,杭州邦睿科技有限公司,华创,杭州
前端开发工程师,18k-36k,3-5年,度小满科技（北京）有限公司,度小满金融总部,北京
前端开发工程师,15k-25k,不限,兴业数字金融服务（上海）股份有限公司,来安路500号,上海
前端开发工程师,18k-25k,3-5年,广州希音供应链管理有限公司,广州市番禺区南村镇南草堂金坑广兴红棉路6号,广州
前端开发工程师,13k-25k,不限,兴业数字金融服务（上海）股份有限公司,杨高南路729号陆家嘴世纪金融广场1号楼41楼,上海
前端开发工程师,7k-12k,1-3年,深圳花儿绽放网络科技股份有限公司,当代梦工厂1号楼7层705室,武汉
前端开发工程师,11k-15k,1-3年,上海屹瑞信息科技有限公司,黄兴路2005弄2号2103室,上海
前端开发工程师,16k-20k,5-10年,浙江泰源科技有限公司,西溪路788号华泰创业园1幢B座6楼,杭州
前端开发工程师,15k-25k,3-5年,平安国际智慧城市科技股份有限公司,深圳市前海深港合作区妈湾兴海大道3048号前海自贸大厦,深圳
前端开发工程师,17k-20k,5-10年,上海文景信息科技有限公司,灵岩南路295号三林世博创意园27号楼1楼,上海
前端开发工程师,10k-20k,1-3年,广州快决测信息科技有限公司,光谱中路11号云升科学园B1栋1704室,广州
前端工程师,15k-30k,在校/应届,深圳市言羽科技有限公司,泰康保险大厦,上海
前端开发工程师,18k-36k,3-5年,杭州彼爱方好科技有限公司,和仁科技大厦6楼602,杭州
前端开发工程师,10k-15k,1-3年,上海翼多信息咨询有限公司,同普路1030号天地软件园（南园）D栋5楼,上海
前端开发工程师,12k-18k,3-5年,杭州米友圈科技有限公司,仓前街道向往街1008号乐富海邦园L12幢501,杭州
前端开发工程师,15k-18k,3-5年,上海微创软件股份有限公司,长阳路1687号长阳创谷2号楼,上海
前端开发工程师,13k-25k,1-3年,兴业数字金融服务（上海）股份有限公司,青洲路1号新世纪大厦,福州
前端开发工程师,13k-25k,1-3年,兴业数字金融服务（上海）股份有限公司,杨高南路729号41楼,上海
前端开发工程师,10k-18k,3-5年,亚信科技（中国）有限公司,中电软件园7栋,长沙
前端开发工程师,12k-18k,3-5年,杭州觅睿科技股份有限公司,江虹路768号浙农科创园1号楼5层,杭州
前端开发工程师,15k-20k,3-5年,北京联龙博通电子商务技术有限公司,绿景NEO大厦A座,深圳
前端开发工程师,20k-40k,5-10年,上海聚均科技有限公司,浦东樱花路868号建工大唐国际大厦25F,上海
前端开发工程师,18k-35k,不限,兴业数字金融服务（上海）股份有限公司,祥科路298号佑越国际,上海
前端开发工程师,8k-16k,1-3年,杭州半云科技有限公司,杭州市西湖区云展路99号六和金座1号楼9层,杭州
前端开发工程师,7k-14k,1-3年,杭州半云科技有限公司,福州市鼓楼区西洪路528号云座1号楼5楼A区,福州
前端开发工程师,15k-25k,3-5年,上海喜马拉雅科技有限公司,F518创意园F4栋1楼108室喜马拉雅,深圳
前端开发工程师,20k-30k,3-5年,上海易路软件有限公司,闵行区万源路2163号新桥商务中心A栋3楼,上海
前端开发工程师,15k-30k,1-3年,上海收钱吧互联网科技股份有限公司,东长路88号G幢1801室,苏州
前端开发工程师,15k-30k,3-5年,上海收钱吧互联网科技股份有限公司,中江路879弄天地软件园26号楼,上海
前端开发工程师,15k-30k,1-3年,上海收钱吧互联网科技股份有限公司,东长路88号2.5产业园,苏州
前端开发工程师,15k-30k,3-5年,上海收钱吧互联网科技股份有限公司,中江路879弄天地软件园26号楼,上海
前端开发工程师,15k-30k,3-5年,亚信科技（中国）有限公司,武大园一路武大航域二区A3栋1301,武汉
前端开发工程师,18k-30k,3-5年,泰康人寿保险有限责任公司,昌平区生命科学园路21-1号,北京
前端开发工程师,20k-40k,3-5年,携程计算机技术（上海）有限公司,天辰东路7号国家会议中心,北京
前端开发工程师,20k-40k,不限,南方报业传媒集团,广州大道中289号,广州
前端开发工程师,12k-17k,1-3年,深圳中科保泰科技有限公司,上川路40号建安新村18栋108,深圳
前端工程师,12k-20k,3-5年,讯康信息技术（深圳）有限公司,高新北六道36号彩虹科技大厦506,深圳
前端开发工程师,15k-25k,3-5年,北京美摄网络科技有限公司,西四环北路131号,北京
前端工程师,7k-10k,1-3年,湖南红杏林文化传播有限公司,望城坡达美中心写字楼4栋26楼,长沙
前端开发工程师,12k-24k,3-5年,阳光保险集团股份有限公司,永顺镇商通大道1号院,北京
前端开发工程师,20k-35k,3-5年,携程计算机技术（上海）有限公司,金钟路968号天会 SKY BRIDGE,上海
前端开发工程师,15k-25k,3-5年,携程计算机技术（上海）有限公司,上海市金钟路968号凌空SOHO,上海
前端工程师,15k-25k,不限,兴业数字金融服务（上海）股份有限公司,祥科路298号,上海
前端开发工程师,12k-20k,3-5年,上海卫瓴信息科技有限公司,川和路55弄14号楼 红杉数字智能产业孵化中心,上海
前端开发工程师,15k-25k,3-5年,北京新微科技有限公司,三星庄路国家开发银行,北京
前端工程师,15k-30k,不限,杭州数澜科技有限公司,良睦路1288号梦想小镇创业集市4号楼,杭州
前端开发工程师,8k-12k,1-3年,广东智源信息技术有限公司,州市下塘西路37号8楼,广州
前端开发工程师,8k-15k,1-3年,中国科学院自动化研究所,武汉人工智能研究院,武汉
前端开发工程师,12k-24k,3-5年,浙江数智交院科技股份有限公司,余杭塘路928号西溪园,杭州
前端开发工程师,13k-18k,3-5年,杭州霍普网络科技有限公司,五常街道盛奥铭座,杭州
前端开发工程师,15k-22k,3-5年,深圳港腾互联科技有限公司,招商港口大厦,深圳
WEB前端程序员实习生,5k-8k,在校/应届,北京金科汇智科技有限公司,南三环西路16号院2号楼2009,北京
高级前端开发工程师,19k-27k,5-10年,北京翼辉信息技术有限公司,中铁,西安
前端开发工程师,25k-40k,5-10年,前锦网络信息技术（上海）有限公司北京分公司,金港路,上海
初级前端开发工程师,4k-6k,不限,成都世鼎亿安科技有限公司,软件园,成都
前端开发工程师-react,14k-20k,3-5年,中软国际科技服务有限公司,世贸大厦,成都
前端开发工程师,14k-17k,3-5年,正德人力资源股份有限公司,嘉运路,长沙
前端开发工程师,17k-23k,5-10年,正德人力资源股份有限公司,灵石路699号,上海
前端开发工程师,15k-30k,1-3年,北京外企德科人力资源服务上海有限公司,华为研究所,成都
前端开发工程师,15k-30k,1-3年,北京外企德科人力资源服务上海有限公司,华为基地,深圳
前端开发工程师,14k-28k,1-3年,北京外企德科人力资源服务上海有限公司,华为研究所,成都
前端开发工程师,14k-28k,不限,北京外企德科人力资源服务上海有限公司,天安云谷1栋,深圳
前端开发工程师,15k-30k,不限,北京外企德科人力资源服务上海有限公司,华为北京研究所J园区华为北京研究所Q7大楼,北京
前端开发工程师,15k-30k,不限,北京外企德科人力资源服务上海有限公司,坂田华为基地,深圳
前端开发工程师,15k-30k,不限,北京外企德科人力资源服务上海有限公司,华为南研所,南京
前端开发工程师,18k-35k,不限,北京外企德科人力资源服务上海有限公司,江韵路9号华为苏州研究所,苏州
前端开发工程师,14k-28k,不限,北京外企德科人力资源服务上海有限公司,工业园区江韵路,苏州
前端工程师,13k-25k,不限,北京外企德科人力资源服务上海有限公司,华为坂田基地,深圳
前端开发工程师,18k-35k,3-5年,北京外企德科人力资源服务上海有限公司,华为,西安
高级前端开发工程师,20k-30k,3-5年,融捷教育科技有限公司,清华科技园,北京
web前端开发工程师,20k-40k,3-5年,上海集度汽车有限公司,北苑路30号院-文化创意大厦,北京
前端开发工程师-react,25k-40k,5-10年,北京磐沄科技有限公司,中关村融科资讯中心,北京
前端工程师,30k-55k,5-10年,成都维森凯睿信息技术有限公司,金钟路968号16号楼,上海
