职位,薪资,工作时间,公司,工作地点,所在城市
java开发工程师,18k-30k,5-10年,圆通速递有限公司,华新镇华徐公路3029弄18号,上海
高级java开发工程师,14k-22k,3-5年,电讯盈科信息技术（广州）有限公司,电讯盈科(PCCW)深圳南山区科技园科苑南路R3栋A座2楼,深圳
java高级开发工程师,20k-40k,5-10年,兴业数字金融服务（上海）股份有限公司,江滨中大道380号宝地广场,福州
java开发工程师,30k-50k,3-5年,拉扎斯网络科技（上海）有限公司,望京浦项中心,北京
java高级开发工程师,20k-40k,5-10年,兴业数字金融服务（上海）股份有限公司,高新区世纪城路200号成都新国际会议展览中心,成都
Java开发工程师,20k-35k,5-10年,卓望数码技术（深圳）有限公司广州分公司,汉威国际广场12号楼,北京
高级java开发工程师,25k-35k,5-10年,北京市商汤科技开发有限公司,普陀桃浦-上海普陀智创TOP产城综合体B区18号楼,上海
JAVA开发工程师,20k-30k,5-10年,卓望数码技术（深圳）有限公司广州分公司,泛海,杭州
java工程师,15k-22k,3-5年,北京健康在线网络技术有限公司,德胜门外大街甲10号中轻大厦5层/8层,北京
JAVA工程师,10k-18k,3-5年,深圳楚星软件有限公司,粤海街道中心路百丽大厦,深圳
java高级开发工程师,18k-30k,3-5年,中航材导航技术（北京）有限公司,联东U谷蓝贝科技园1号楼3层,北京
java开发工程师,12k-19k,3-5年,深圳萨摩耶数字科技有限公司,国采中心T8栋7楼,武汉
java开发工程师,15k-20k,5-10年,上海微创软件股份有限公司,虹桥万科中心,上海
java开发工程师,12k-16k,3-5年,赞同科技股份有限公司,苏州市吴中区腾飞新苏坊2号楼星汉街5号,苏州
java开发工程师,13k-15k,3-5年,西安人瑞网络科技有限公司,海尔消费,青岛
高级java开发工程师,25k-29k,10年以上,北京联龙博通电子商务技术有限公司,唐镇卡园二路288号,上海
java开发工程师,12k-22k,3-5年,亚信科技（中国）有限公司,中移软件园1层,苏州
java开发工程师,15k-24k,3-5年,京北方信息技术股份有限公司,德安路,上海
java开发工程师,12k-15k,5-10年,北京开科唯识技术股份有限公司,乌鲁木齐沙依巴克区立昂技术股份有限公司新市区燕山街518号！,乌鲁木齐
java开发工程师,15k-19k,5-10年,北京开科唯识技术股份有限公司,国家电投大厦！,北京
java开发工程师,15k-30k,5-10年,美的集团股份有限公司,杭州市余杭区舒心路359号正元智慧D幢3楼,杭州
java工程师,14k-20k,3-5年,深圳市汇合发展有限公司,杭州滨江区招银科技滨兴路1866号,杭州
java开发工程师,12k-16k,5-10年,深圳市博悦科创科技有限公司,国采中心武汉东湖新技术开发区国采中心T8栋,武汉
Java开发工程师,20k-30k,3-5年,北京必来屋网络科技有限公司,五栋,北京
java开发工程师,20k-35k,5-10年,深圳华锐分布式技术股份有限公司,华泰证券南京市建邺区江东中路228号,南京
java高级开发工程师,15k-30k,5-10年,美的集团股份有限公司,光谷软件园 花山新城,武汉
java开发工程师,12k-18k,3-5年,杭州博彦信息技术有限公司,南京市雨花区软件大道170-1号天溯科技园5栋,南京
高级java开发工程师,30k-50k,3-5年,深圳市领星网络科技有限公司,创智云城一期A7栋35、36、21层,深圳
java开发工程师,8k-15k,3-5年,金蝶软件（中国）有限公司,五峰国际商务中心,太原
高级Java开发工程师,15k-25k,3-5年,数贸科技（北京）有限公司,卓悦汇,深圳
JAVA工程师,8k-15k,3-5年,深圳市法本信息技术股份有限公司,香坊区中山路,哈尔滨
Java开发工程师,13k-20k,3-5年,深圳市法本信息技术股份有限公司,青岛市市南区香港中路远洋大厦 B座22楼,青岛
高级Java开发工程师,15k-19k,5-10年,友邦资讯科技（广州）有限公司,天府四街OCG国际中心,成都
java开发工程师,19k-28k,3-5年,上海维信荟智金融科技有限公司,四川北路88号1座星荟中心28F/7F(总部),上海
java开发工程师,20k-25k,3-5年,深圳市德科信息技术有限公司,北京市西城区金融街,北京
java开发工程师,12k-14k,3-5年,深圳市汇合发展有限公司,世界金融中心2楼、18楼,深圳
高级java开发工程师,15k-30k,5-10年,中科软科技股份有限公司,新华保险大厦,北京
JAVA工程师,20k-30k,5-10年,上海微创软件股份有限公司,叶城路1688号集度汽车(上海),上海
java开发工程师,11k-20k,3-5年,中电金信软件有限公司,国寿研发,北京
java开发工程师,20k-40k,3-5年,兴业数字金融服务（上海）股份有限公司,达实大厦,深圳
java开发工程师,12k-18k,5-10年,深圳市法本信息技术股份有限公司,无锡锡山区红豆财富广场,无锡
java开发工程师,11k-19k,3-5年,中电金信软件有限公司,武汉软件新城,武汉
高级java开发工程师,15k-20k,5-10年,飞虎互动科技（北京）有限公司,D5东方希望天祥广场3层D区,成都
java开发工程师,12k-20k,3-5年,北京联龙博通电子商务技术有限公司,阿里中心,杭州
java开发工程师,25k-50k,10年以上,上海蔚来汽车有限公司,宜山路1999号科技绿洲3期23号楼,上海
JAVA工程师,15k-20k,3-5年,深圳市脉山龙信息技术股份有限公司,福山路455号(浦电路4号线地铁站1号口步行210米)全华信息大厦,上海
java开发工程师,8k-16k,1-3年,北京清大科越股份有限公司,海南电网辅楼海府路32号海南电网,海口
java开发工程师,13k-16k,1-3年,维恩贝特科技有限公司,澳门交通局,澳门
java开发工程师,13k-14k,1-3年,维恩贝特科技有限公司,澳门交通局,澳门
java开发工程师,15k-25k,3-5年,深圳市金斧子网络科技有限公司,科苑路15号科兴科学园B3栋11层,深圳
java开发工程师,18k-21k,5-10年,北京联龙博通电子商务技术有限公司,惠通时代111,北京
java开发工程师,12k-20k,3-5年,安徽屹通信息科技发展有限公司,东城区安定门外大街,北京
java工程师,12k-15k,3-5年,深圳市睿服科技有限公司,青岛市市北区港华路 7 号综合楼 8 楼,青岛
java开发工程师,11k-15k,3-5年,深圳市网新新思软件有限公司,上海市徐汇区宛平南路1119号保利西岸中心A座一账通大楼,上海
JAVA工程师,8k-15k,3-5年,中软国际科技服务有限公司,厦门市软件园二期望海路8号咪咕咖啡(软件园二期店),厦门
高级java开发工程师,20k-25k,不限,兴业数字金融服务（上海）股份有限公司,来安路500号,上海
JAVA工程师,17k-34k,3-5年,兴业数字金融服务（上海）股份有限公司,杨高南路729号陆家嘴世纪金融广场1号楼41楼,上海
java开发工程师,8k-10k,3-5年,上海微创软件股份有限公司,达美中心,长沙
java开发工程师,8k-10k,3-5年,上海微创软件股份有限公司,达美中心,长沙
java开发工程师,15k-30k,3-5年,天翼云科技有限公司,电信信息,上海
Java开发工程师,12k-16k,3-5年,深圳市赢胜数据科技有限公司,光谷金融港A11don,武汉
高级java开发工程师,20k-40k,5-10年,美的集团股份有限公司,花山软件,武汉
java开发工程师,12k-15k,3-5年,深圳市前海润杨金融服务有限公司,深圳湾一,深圳
java开发工程师,14k-18k,3-5年,安徽屹通信息科技发展有限公司,顺义区马坡桥,北京
java开发工程师,8k-16k,在校/应届,北大医疗信息技术有限公司,北四环西路52号方正国际大厦19层,北京
java工程师,17k-22k,3-5年,中福彩科技发展（北京）有限公司,朝阳区北四环东路73号院1号楼8层,北京
Java开发工程师,30k-60k,不限,抖音视界（北京）有限公司,中国大陆广东深圳市南山区创业路3023号公园一号办公楼，邮编：518052,深圳
Java开发工程师,30k-60k,不限,抖音视界（北京）有限公司,中国大陆北京北京市海淀区北三环西路43号中航广场1号楼（矮楼），邮编：100089,北京
高级java开发工程师,20k-35k,5-10年,OPPO广东移动通信有限公司,卓越后海中心,深圳
java开发工程师,14k-20k,3-5年,中电金信软件有限公司,中电金信,北京
java开发工程师,15k-30k,3-5年,深圳市时代华盛网络科技有限公司,中电软件园,长沙
高级java开发工程师,20k-40k,5-10年,北京海天瑞声科技股份有限公司,五道口优盛大厦D座D801,北京
JAVA工程师,13k-20k,5-10年,深圳楚星软件有限公司,光谷中心城国采中心T8栋,武汉
java开发工程师,16k-25k,5-10年,西藏保利爱家房地产经纪有限公司,琶洲保利国际广场北塔12楼,广州
java开发工程师,18k-23k,5-10年,维恩贝特科技有限公司,深南东路5047号,深圳
java高级开发工程师,20k-30k,5-10年,中电普信（北京）科技发展有限公司,东北旺南路29号首农蓝海中心C座6层,北京
java开发工程师,16k-25k,3-5年,大童保险销售服务有限公司,银河SOHO A座 717室,北京
java开发工程师,13k-18k,3-5年,杭州博彦信息技术有限公司,广州市番禺区南村镇金坑工业区红棉路6号恒锋一区,广州
java开发工程师,9k-16k,1-3年,广州海颐软件有限公司,科学大道中99号科汇金谷四街10号501,广州
高级java开发工程师,14k-15k,3-5年,上海微创软件股份有限公司,武汉市汉阳区华中中交城D2栋,武汉
JAVA工程师,20k-30k,3-5年,神策网络科技（北京）有限公司,光谷新发展国际中心B座,武汉
高级java开发工程师,15k-30k,5-10年,用友金融信息技术股份有限公司,北清路68号用友软件园东区19C,北京
高级java开发工程师,20k-35k,1-3年,贝壳找房（北京）科技有限公司,北京市海淀区上地八街创业路2号东方电子科技大厦贝壳找房,北京
高级java开发工程师,25k-35k,5-10年,北京莱熙科技有限公司,鹏润大厦B座2601,北京
java高级开发工程师,13k-20k,5-10年,深圳楚星软件有限公司,武汉光谷中心城,武汉
Java开发工程师,20k-40k,3-5年,北京向上一心科技有限公司,冠捷大厦18层,北京
java开发工程师,13k-25k,3-5年,证通股份有限公司,上海市新金桥路27号office park,上海
高级java开发工程师,13k-22k,3-5年,证通股份有限公司,望江西路900号中安创谷一期A4楼317室,合肥
高级java开发工程师,13k-22k,3-5年,证通股份有限公司,望江西路900号中安创谷一期A4楼317室,合肥
java开发工程师,18k-25k,3-5年,北京转转精神科技有限责任公司,深圳文化创意园A1座2F,深圳
java开发工程师,20k-30k,1-3年,上海亘岩网络科技有限公司,浦江智谷商务园,上海
java开发工程师,15k-18k,3-5年,广州赛意信息科技股份有限公司,龙华街道清祥路宝能科技园9栋C座10楼,深圳
java高级开发工程师,22k-25k,5-10年,深圳市赢时胜信息技术股份有限公司,曲阳路800号中国工商银行软件开发中心,上海
java开发工程师,10k-16k,5-10年,上海微创软件股份有限公司,蔷薇路华中中交城,武汉
java开发工程师,15k-17k,3-5年,上海微创软件股份有限公司,良盛大厦,北京
高级java开发工程师,18k-25k,5-10年,北京联龙博通电子商务技术有限公司,阿里,杭州
java开发工程师,15k-25k,3-5年,赞同科技股份有限公司,平安金融中心南塔,深圳
java开发工程师,15k-30k,3-5年,上海引旅信息技术服务有限公司,源深路355号C,上海
高级java开发工程师,25k-40k,3-5年,上海引旅信息技术服务有限公司,源深路355号C,上海
java开发工程师,13k-23k,5-10年,深圳楚星软件有限公司,武汉光谷中心城国采中心T8栋,武汉
java开发工程师,15k-30k,3-5年,金蝶软件（中国）有限公司,坂田街道稼先路2000号,深圳
java开发工程师,10k-17k,3-5年,中电金信软件有限公司,广州黄埔区-网羽商业广场（地铁21号线科学城）,广州
Java开发工程师,7k-14k,1-3年,北京普睿德利科技有限公司,白云大道,贵阳
Java开发工程师,16k-30k,3-5年,金蝶软件（中国）有限公司,科技南十二路二号金蝶软件园,深圳
java开发工程师,20k-40k,3-5年,深圳市博悦科创科技有限公司,深圳湾壹号T7座2206,深圳
java开发工程师,10k-13k,3-5年,深圳市博悦科创科技有限公司,国采中心T8栋,武汉
java开发工程师,10k-15k,不限,上海微创软件股份有限公司,商汤科技,上海
java开发工程师,13k-15k,3-5年,上海艾麒信息科技股份有限公司,宁波报业传媒大厦B座（浙江省宁波市鄞州区宁东路835号）,宁波
高级java开发工程师,13k-20k,3-5年,杭州富阳海康保泰安防技术服务有限公司,银湖创新中心8号四层401室,杭州
java开发工程师,8k-15k,3-5年,金蝶软件（中国）有限公司,瀚海北金商业中心B座10楼,郑州
高级java开发工程师,25k-35k,3-5年,携程计算机技术（上海）有限公司,上海市金钟路968号凌空SOHO,上海
java开发工程师,8k-12k,不限,上海微创软件股份有限公司,锐捷,福州
java开发工程师,10k-14k,1-3年,上海微创软件股份有限公司,天津市西青区华苑产业区天百中心8层,天津
java开发工程师,15k-25k,3-5年,深圳市金证科技股份有限公司,高新南五道金证科技大楼8楼,深圳
java开发工程师,15k-30k,5-10年,山东新希望六和集团有限公司,成都市锦江区金石路新希望中鼎国际,成都
java开发工程师,12k-16k,3-5年,中科软科技股份有限公司,梅园路招商开元,深圳
高级java开发工程师,18k-30k,5-10年,广州中康数字科技有限公司,黄埔大道西100号富力盈泰广场A塔13楼,广州
java开发工程师,20k-30k,3-5年,上海亘岩网络科技有限公司,联航路1188弄浦江智谷33号楼,上海
高级java开发工程师,15k-30k,3-5年,泰康在线财产保险股份有限公司,泰康研修院东门,北京
Java开发工程师,25k-40k,3-5年,北京五一视界数字孪生科技股份有限公司,云锦路701号西岸智塔36层,上海
java开发工程师,14k-16k,3-5年,深圳市睿服科技有限公司,金证科技,深圳
java开发工程师,17k-22k,3-5年,中电金信软件有限公司,东北旺西路8号中关村软件园2期 文思海辉大厦,北京
高级java开发工程师,18k-22k,5-10年,中科软科技股份有限公司,陆家嘴世纪金融广场2号楼8层,上海
java开发工程师,8k-12k,1-3年,中科软科技股份有限公司,东三环北路甲2号京信大厦,北京
java开发工程师,8k-13k,1-3年,中科软科技股份有限公司,光谷金融港A1座10层,武汉
高级java开发工程师,15k-20k,5-10年,中科软科技股份有限公司,深茂商业中心,深圳
高级java开发工程师,15k-21k,3-5年,中科软科技股份有限公司,用友科技园,北京
java开发工程师,15k-17k,3-5年,中科软科技股份有限公司,用友科技园,北京
java开发工程师,16k-22k,3-5年,中移互联网有限公司,高唐路323号中国移动南方基地智汇中心,广州
java开发工程师,18k-30k,5-10年,泰豪软件股份有限公司,菜户营北京电力检修分公司,北京
java开发工程师,15k-20k,3-5年,泰豪软件股份有限公司,尊茂酒店21楼,上海
java开发工程师,10k-20k,3-5年,泰豪软件股份有限公司,高新开发区高新大道590号泰豪信息大厦,南昌
java开发工程师,15k-20k,3-5年,用友金融信息技术股份有限公司,新盛大厦,北京
java开发工程师,15k-22k,1-3年,厦门美图之家科技有限公司,软件园二期望海路6号,厦门
高级java开发工程师,30k-60k,不限,欧科互动网络科技（北京）有限公司,-,北京
java开发工程师,17k-25k,3-5年,上海微创软件股份有限公司,中庚,上海
java开发工程师,12k-15k,3-5年,上海微创软件股份有限公司,卡园三路58号,上海
java开发工程师,12k-20k,3-5年,深圳市优诚信息技术有限公司,京地大厦,深圳
java开发工程师,12k-22k,3-5年,深圳市优诚信息技术有限公司,中新智慧园,广州
java开发工程师,10k-13k,3-5年,广东德生科技股份有限公司,东莞银行信息,东莞
java开发工程师,10k-13k,3-5年,广东德生科技股份有限公司,东莞银行信息,东莞
高级java开发工程师,18k-35k,5-10年,北银消费金融有限公司,总部广场,北京
java高级开发工程师,20k-40k,5-10年,滴灌通管理（深圳）有限公司,香江金融,深圳
高级java开发工程师,15k-23k,1-3年,广州百田信息科技有限公司,黄埔大道西120号高志大厦29-35层,广州
Java开发工程师,11k-16k,3-5年,深圳市赢胜数据科技有限公司,福田区免税商务大厦13楼,深圳
Java开发工程师,11k-16k,3-5年,深圳市赢胜数据科技有限公司,关山大道21号泛悦城T2写字楼26层,武汉
java开发工程师,15k-20k,3-5年,上海微创软件股份有限公司,紫星路1000号微创大厦,上海
java开发工程师,17k-22k,5-10年,北京开科唯识技术股份有限公司,喜之郎大厦,深圳
java开发工程师,17k-22k,5-10年,北京开科唯识技术股份有限公司,喜之郎大厦,深圳
java开发工程师,16k-20k,5-10年,北京开科唯识技术股份有限公司,中信银行大厦,上海
高级java开发工程师,25k-35k,5-10年,鹿客科技（北京）股份有限公司,中关村壹号B1栋12层,北京
java开发工程师,12k-18k,3-5年,北京开科唯识技术股份有限公司,中航建设,天津
java开发工程师,15k-25k,3-5年,杭州数正云悦科技合伙企业（有限合伙）,数知梦,杭州
java高级开发工程师,12k-19k,1-3年,上海森浦信息服务有限公司,金融大厦B座9楼,宁波
java高级开发工程师,15k-22k,3-5年,上海森浦信息服务有限公司,陆家嘴环路166号未来资产大厦32层,上海
高级java开发工程师,15k-20k,5-10年,中软国际科技服务有限公司,高新,武汉
高级java开发工程师,16k-19k,3-5年,上海微创软件股份有限公司,龙湖蓝海引擎,北京
高级java开发工程师,25k-35k,3-5年,北京自如住房租赁有限公司,将台路5号院内16号楼（普天实业科技园16号楼）,北京
java高级开发工程师,17k-22k,5-10年,深圳市德科信息技术有限公司,春笋,深圳
java开发工程师,6k-11k,1-3年,亚信科技（中国）有限公司,舜泰北路933号博晶大厦,济南
Java开发工程师,10k-18k,3-5年,武汉屈臣氏个人用品商店有限公司广州分公司,广州市越秀区东风东路丽丰中心,广州
高级JAVA开发工程师,25k-45k,5-10年,OPPO广东移动通信有限公司,深圳市南山区中国华润大厦,深圳
高级java开发工程师,15k-30k,5-10年,好喔科技（北京）有限公司,天津市空港经济区空港商务园,天津
java开发工程师,20k-25k,3-5年,兴业数字金融服务（上海）股份有限公司,来安路500号,上海
java开发工程师,13k-20k,3-5年,深圳前海橙色魔方信息技术有限公司,诺基亚,杭州
高级java开发工程师,20k-28k,5-10年,湖北天天数链技术有限公司,江锋大厦,武汉
java开发工程师,6k-12k,1-3年,湖北天天数链技术有限公司,中电软件园,长沙
java开发工程师,8k-15k,1-3年,湖北天天数链技术有限公司,宁波银行科技中心,宁波
高级java开发工程师,15k-25k,3-5年,湖北天天数链技术有限公司,张东路集电港,上海
java开发工程师,10k-20k,1-3年,湖北天天数链技术有限公司,苏州虎丘区,苏州
java开发工程师,10k-20k,1-3年,北京天鹏恒宇科技发展有限公司,上地七街八维学校科技楼七号楼,北京
java开发工程师,15k-25k,5-10年,北京开科唯识技术股份有限公司,信息科技,深圳
java开发工程师,8k-15k,3-5年,西坦科技（北京）有限公司,中山路508号东胜广场A座1405室,石家庄
JAVA工程师,11k-20k,3-5年,深圳前海橙色魔方信息技术有限公司,科苑路15号科兴科学园,深圳
java工程师,15k-30k,不限,深圳思为科技有限公司,粤海街道滨海社区海天一路6号百度国际大厦西塔楼20层,深圳
java开发工程师,15k-18k,3-5年,杭州数正云悦科技合伙企业（有限合伙）,杭州电信,杭州
java开发工程师,12k-14k,5-10年,上海裕宁信息科技有限公司,北京丽泽金融商务区,北京
高级java开发工程师,18k-25k,3-5年,浙江保融科技股份有限公司,余杭塘路1993号关瑞大厦C幢8楼,杭州
